centroid_group,count_listings,count_licenses,license_dict,status_dict,license_exceed_type,ISD_adress_dict,host,host_id,alias_dict,shared_license,avg_USD/night,mean_latitude,mean_longitude,GCODE_office,GCODE_house_number,GCODE_road,GCODE_neighbourhood,GCODE_suburb,GCODE_city,GCODE_county,GCODE_state,GCODE_postcode,GCODE_country,GCODE_country_code,GCODE_building,GCODE_hamlet,GCODE_quarter,GCODE_tourism,GCODE_square,GCODE_shop,GCODE_commercial,GCODE_amenity,GCODE_man_made,GCODE_residential,GCODE_railway,GCODE_historic,GCODE_leisure,GCODE_city_block,GCODE_town,GCODE_natural,GCODE_aeroway,GCODE_military,GCODE_retail,GCODE_place,confidence,max_listing_distance,avg_listing_distance,std_listing_distance,ISD_found
0-975s,1,1,{'415974': 1},{'Active (limit exceeded)': 1},listing,{'53 Caryll ST 17 Mattapan MA 02126': 1},Althea,27871799,{'nan': 1},False,40.0,42.275079999999996,-71.07696,,42,Caryll Street,Lower Mills,,Boston,Suffolk County,Massachusetts,02126,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-976s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Boaton Corporate Housing,CorpGroup33,{'20079643.0': 1},False,340.0,42.365429999999996,-71.06882,,,Thoreau Path,Waterfront,West End,Boston,Suffolk County,Massachusetts,02214,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-902s,1,1,{'413572': 1},{'Active (limit exceeded)': 1},listing,{'8 Bentham RD 15 2 Dorchester MA 02122': 1},Fatima,95762630,{'nan': 1},False,118.0,42.30239,-71.06365,,53,Robinson Street,Mount Ida,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-977s,1,1,{'413572': 1},{'Active (limit exceeded)': 1},listing,{'8 Bentham RD 15 2 Dorchester MA 02122': 1},Fatima,95762630,{'nan': 1},False,130.0,42.30275,-71.0632,,53,Robinson Street,Mount Ida,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-645s,1,1,{'414666': 1},{'Active': 1},,{'4 Peter Parley RD 11 1 Jamaica Plain MA 02130': 1},Francisco,10692181,{'nan': 1},False,89.0,42.31234,-71.10335,,13,Marmion Street,Forest Hills,Roxbury,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-646s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Kj,799496,{'nan': 1},False,339.0,42.352709999999995,-71.06369000000001,,,Boylston Street,Chinatown,Beacon Hill,Boston,Suffolk County,Massachusetts,02111,United States of America,us,The Ritz-Carlton Boston Common,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-437s,1,1,{'427439': 1},{'Active': 1},,{'87 Poplar ST 18 Roslindale MA 02131': 1},"Ken, Jim, Erik, Rusty!",19197577,{'nan': 1},False,119.0,42.28535,-71.12955,,4269;4273,Washington Street,Mount Hope,West Roxbury,Boston,Suffolk County,Massachusetts,02131,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-647s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Ramanvir,16541124,{'nan': 1},False,144.0,42.330040000000004,-71.08556999999999,,844,Shawmut Avenue,Nubian Square,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-356s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Marie,16186589,{'nan': 1},False,42.0,42.28819,-71.068,,111,Ocean Street,Ashmont,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-648s,1,1,{'414837': 1},{'Expired/Void/Revoked': 1},,{},Nick,122568097,{'nan': 1},False,177.0,42.32456,-71.09651,,116,Marcella Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-253s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Bluebird,CorpGroup15,{'95459395.0': 1},False,146.0,42.35177,-71.06201999999999,,660,Washington Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,Archstone Boston Common,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-649s,1,1,{'427439': 1},{'Active': 1},,{'87 Poplar ST 18 Roslindale MA 02131': 1},"Ken, Jim, Erik, Rusty!",19197577,{'nan': 1},False,109.0,42.28358,-71.12948,,14,Cliftondale Street,Mount Hope,West Roxbury,Boston,Suffolk County,Massachusetts,02131,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
3-60s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Michelle,180283497,{'nan': 1},False,83.0,42.350609999999996,-71.08787,,387,Marlborough Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-650s,1,1,{'400538': 1},{'Active': 1},,{'9 Vinson ST 16 2 Dorchester MA 02124': 1},Carlos,96420804,{'nan': 1},False,75.0,42.29807,-71.06348,,235,Park Street,Dorchester Center,Dorchester,Boston,Suffolk County,Massachusetts,02122,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-216s,1,1,{'416108': 1},{'Expired/Void/Revoked': 1},,{},Kexi & Anthony,23953876,{'nan': 1},False,69.0,42.31031,-71.05304,,16,Hubbardston Road,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02107,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-438s,1,1,{'416108': 1},{'Expired/Void/Revoked': 1},,{},Kexi & Anthony,23953876,{'nan': 1},False,69.0,42.30976,-71.05138000000001,,159,Savin Hill Avenue,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02107,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-651s,1,1,{'416108': 1},{'Expired/Void/Revoked': 1},,{},Kexi & Anthony,23953876,{'nan': 1},False,69.0,42.31139,-71.05365,,11,South Sydney Street,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02107,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-790s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Kexi & Anthony,23953876,{'nan': 1},False,69.0,42.31158,-71.05318,,112;114;116,Savin Hill Avenue,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02107,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
2-14s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Churchill,CorpGroup2,{'9419684.0': 1},False,269.0,42.36595,-71.07006,,,Dr. Paul Dudley White Path,,West End,Boston,Suffolk County,Massachusetts,02214,United States of America,us,Upper Lock Gatehouse,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-369s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Marie,16186589,{'nan': 1},False,39.0,42.28944,-71.06773000000001,,442,Talbot Avenue,Dorchester Center,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-643s,1,1,{'400257': 1},{'Expired/Void/Revoked': 1},,{},Siena,80570686,{'nan': 1},False,90.0,42.3323,-71.10173,,75,Saint Alphonsus Street,,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,Cityview at Longwood,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-901s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Michelle,180283497,{'nan': 1},False,83.0,42.36026,-71.07003,,85,Phillips Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,,,,,,,Charles River Square,,,,,,,unknown (too few),,,,False
2-16s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Churchill,CorpGroup2,{'30283594.0': 1},False,899.0,42.3436,-71.10002,,33,Kilmarnock Street,Audubon Square,Jamaica Plain,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,Star Market,,,,,,,,,,,,,,,unknown (too few),,,,False
0-217s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Yionel,169085368,{'nan': 1},False,41.0,42.27151,-71.10176,,7,Corman Road,Mattapan,Hyde Park,Boston,Suffolk County,Massachusetts,02126,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-317s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Bluebird,CorpGroup15,{'95459395.0': 1},False,255.0,42.35204,-71.06111,,2;8,Harrison Avenue,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-82s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Kat,CorpGroup29,{'133927887.0': 1},False,112.0,42.34579,-71.08674,,,Dalton Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,Berklee College of Music,,,,,,,,,,,,,unknown (too few),,,,False
2-18s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Churchill,CorpGroup2,{'30283594.0': 1},False,145.0,42.351259999999996,-71.0604,,60,Beach Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
2-20s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Churchill,CorpGroup2,{'30283594.0': 1},False,129.0,42.351209999999995,-71.06062,,5;9A,Tyler Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02284-6028,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-791s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Jay,129278480,{'nan': 1},False,50.0,42.3897,-71.00355,,89,Gladstone Street,Orient Heights,,Boston,Suffolk County,Massachusetts,02152,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-903s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Huggy,145930475,{'nan': 1},False,35.0,42.32646,-71.08006,,99,Mount Pleasant Terrace,Nubian Square,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-114s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Michelle,CorpGroup35,{'38997.0': 1},False,73.0,42.34967,-71.08699,,,Commonwealth Avenue,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-43s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Kat,CorpGroup29,{'133927887.0': 1},False,139.0,42.34453,-71.08405,,,Cumberland Street,,South End,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,,,,,,,,,,,,,Reflecting Pool,,,,,unknown (too few),,,,False
9-234s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Anne,CorpGroup22,{'105851798.0': 1},False,258.0,42.29507,-71.06193,,1621,Dorchester Avenue,Fields Corner,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-439s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Yionel,169085368,{'nan': 1},False,225.0,42.27065,-71.10248,,6,Rockingham Road,Mattapan,Hyde Park,Boston,Suffolk County,Massachusetts,02126,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-272s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Ann,CorpGroup19,{'41932249.0': 1},False,92.0,42.32411,-71.09358,,67,Beech Glen Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-652s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Yionel,169085368,{'nan': 1},False,41.0,42.27086,-71.10212,,730,Cummins Highway,Mattapan,Hyde Park,Boston,Suffolk County,Massachusetts,02126,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
2-26s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Churchill,CorpGroup2,{'30283594.0': 1},False,141.0,42.35179,-71.0599,,21,Edinboro Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-115s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Kat,CorpGroup29,{'133927887.0': 1},False,250.0,42.344390000000004,-71.08528000000001,,250,Massachusetts Avenue,,South End,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,First Church of Christ Scientist,,,,,,,,,,,,,unknown (too few),,,,False
9-331s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Bluebird,CorpGroup15,{'95459395.0': 1},False,141.0,42.351279999999996,-71.06145,,61,Harrison Avenue,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,Santander,,,,,,,,,,,,,unknown (too few),,,,False
9-142s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Kat,CorpGroup29,{'133927887.0': 1},False,800.0,42.3461,-71.08447,,100,Belvidere Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-83s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Jen,CorpGroup30,{'163251048.0': 1},False,686.0,42.344809999999995,-71.10032,,100,Van Ness Street,Audubon Square,Jamaica Plain,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,,,By Chloe,,,,,,,,,,,,,unknown (too few),,,,False
0-653s,1,1,{'STRLH/STRBB': 1},{'Exempt (not verified)': 1},,{},Sam,169505599,{'nan': 1},False,200.0,42.34353,-71.08861999999999,,,Public Alley 818,,South End,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-440s,1,1,{'413793': 1},{'Active': 1},,{'7 S Waverly ST 22 Apt 1 Brighton MA 02135': 1},Kevin,117861820,{'nan': 1},False,89.0,42.35785,-71.14184,,,Massachusetts Turnpike,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134-1311,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-116s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Jen,CorpGroup30,{'163251048.0': 1},False,686.0,42.34483,-71.1021,,28;32,Fullerton Street,Audubon Square,Jamaica Plain,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,,,401 Park Parking Garage,,,,,,,,,,,,,unknown (too few),,,,False
0-792s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Yionel,169085368,{'nan': 1},False,40.0,42.27055,-71.10193000000001,,719,Cummins Highway,Mattapan,Hyde Park,Boston,Suffolk County,Massachusetts,02126,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-654s,1,1,{'413793': 1},{'Active': 1},,{'7 S Waverly ST 22 Apt 1 Brighton MA 02135': 1},Kevin,117861820,{'nan': 1},False,90.0,42.35971,-71.14185,,32,South Waverly Street,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02135,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-143s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Jen,CorpGroup30,{'163251048.0': 1},False,686.0,42.34347,-71.1014,,,Boylston Street,Audubon Square,Jamaica Plain,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-254s,1,1,{'413523': 1},{'Active (limit exceeded)': 1},listing,{'422 Bowdoin ST 15 1 Dorchester MA 02122': 1},Eder,CorpGroup23,{'25203946.0': 1},False,299.0,42.31100000000001,-71.06177,,160,Hancock Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
2-22s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Churchill,CorpGroup2,{'30283594.0': 1},False,899.0,42.345259999999996,-71.10213,,28;32,Fullerton Street,Audubon Square,Jamaica Plain,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,,,401 Park Parking Garage,,,,,,,,,,,,,unknown (too few),,,,False
3-117s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Boaton Corporate Housing,CorpGroup33,{'20079643.0': 1},False,269.0,42.36396,-71.06777,,112,Blossom Street,Waterfront,West End,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
3-61s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Boaton Corporate Housing,CorpGroup33,{'20079643.0': 1},False,246.0,42.364940000000004,-71.06851999999999,,,Emerson Place,Waterfront,West End,Boston,Suffolk County,Massachusetts,02214,United States of America,us,One Emerson Place,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
2-24s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Churchill,CorpGroup2,{'30283594.0': 1},False,141.0,42.351459999999996,-71.0614,,7;15,Beach Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-303s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Bluebird,CorpGroup15,{'95459395.0': 1},False,141.0,42.35116,-71.06164,,77,Harrison Avenue,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-215s,1,1,{'400538': 1},{'Active': 1},,{'9 Vinson ST 16 2 Dorchester MA 02124': 1},Carlos,96420804,{'nan': 1},False,140.0,42.298359999999995,-71.06505,,27,Vinson Street,Mount Ida,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-344s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Bluebird,CorpGroup15,{'95459395.0': 1},False,141.0,42.35106,-71.06029000000001,,,Tyler Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02284-6028,United States of America,us,,,,,Phillips Square,,,Winsor Dimsum Cafe,,,,,,,,,,,,,unknown (too few),,,,False
9-357s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Bluebird,CorpGroup15,{'95459395.0': 1},False,141.0,42.35191,-71.06007,,77,Ping On Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-370s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Bluebird,CorpGroup15,{'95459395.0': 1},False,141.0,42.35184,-71.05973,,21,Edinboro Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-655s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Firlian,67103816,{'nan': 1},False,37.0,42.31769,-71.0915,,160,Harrishof Street,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,Henry L Higginson School,,,,,,,,,,,,,unknown (too few),,,,False
0-793s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Firlian,67103816,{'nan': 1},False,32.0,42.31763,-71.09068,,141,Harrishof Street,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-44s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Boaton Corporate Housing,CorpGroup33,{'20079643.0': 1},False,334.86,42.36357,-71.06828,,55,Fruit Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,Massachusetts General Hospital,,,,,,Charles River Square,,,,,,,unknown (too few),,,,False
0-979s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Huggy,145930475,{'nan': 1},False,37.0,42.326370000000004,-71.08117,,26,Winthrop Street,Nubian Square,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-382s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Bluebird,CorpGroup15,{'95459395.0': 1},False,143.0,42.35111,-71.06127,,77,Harrison Avenue,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-394s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Bluebird,CorpGroup15,{'95459395.0': 1},False,158.0,42.35132,-71.05964,,70,Beach Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
2-28s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Churchill,CorpGroup2,{'30283594.0': 1},False,686.0,42.35111,-71.06119,,77,Harrison Avenue,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
2-30s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Churchill,CorpGroup2,{'30283594.0': 1},False,255.0,42.35191,-71.06116999999999,,5,Oxford Place,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
2-34s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Churchill,CorpGroup2,{'30283594.0': 1},False,258.0,42.352509999999995,-71.05978,,11,Edinboro Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
2-36s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Churchill,CorpGroup2,{'30283594.0': 1},False,686.0,42.3517,-71.06116,,34,Harrison Avenue,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
